id,shop_name,product_name,product_code,product_quantity,unit_price,discount,total_price,order_date,payment_due,payment,payment_date,payment_status,late_payment_status,city,province
7403,Bqnus,Gandewa 500 ML X 10,GAN-38,73,47,13,3425,12/29/2022,1/13/2022,3425,3/30/2023,FALSE,TRUE,Kabupaten Sragen,Jawa Tengah
7404,Gjlnieu,Betanil 500 Gr x 20,BET-12,98,33,17,3223,6/15/2022,3/2/2022,3223,3/27/2023,FALSE,FALSE,Kabupaten Semarang,Jawa Tengah
7405,Yoycwv,Anilo 50 Gr X 100,ANI-5,89,11,8,1014,3/7/2022,7/24/2022,1014,4/1/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7406,Zkxgosa,YaraMila Faster (50 Kg),YAR-69,75,21,15,1529,10/18/2022,9/6/2022,1529,3/30/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7407,Hmnggqo,EXPLORE 250 ML X 36,EXP-33,68,8,2,555,1/27/2022,4/17/2022,555,3/25/2023,TRUE,TRUE,Kabupaten Wonosobo,Jawa Tengah
7408,Znmlyx,YaraMila Palmae 50 Kg,YAR-70,71,8,5,556,5/13/2022,2/28/2022,556,3/23/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7409,Ysfkjfw,YaraLiva Nitrabor (25 Kg),YAR-66,68,32,19,2174,11/25/2022,4/11/2022,2174,4/1/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7410,Dzsgbw,JOKER 400 Gr X 25,JOK-40,37,19,0,714,11/21/2022,4/10/2022,714,3/21/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
7411,Bqouu,CHLORMITE 200 ML X 48,CHL-19,43,20,3,838,5/23/2022,5/31/2022,838,3/23/2023,TRUE,TRUE,Kabupaten Kudus,Jawa Tengah
7412,Bihrome,Ricequick 100 Gr X 70,RIC-55,85,26,5,2172,2/5/2022,6/21/2022,2172,3/26/2023,FALSE,FALSE,Kota Surakarta,Jawa Tengah
7413,Cmudany,Dense 500 Gr X 20,DEN-30,11,11,7,109,7/18/2022,4/8/2022,109,3/28/2023,FALSE,TRUE,Kota Pekalongan,Jawa Tengah
7414,Jnpva,Remazole 400 ml X 20,REM-54,45,36,16,1600,6/25/2022,2/17/2022,1600,3/27/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
7415,Jltguio,JOKER 100 Gr X 50,JOK-39,55,19,10,1052,12/13/2022,5/4/2022,1052,3/30/2023,FALSE,TRUE,Kabupaten Pekalongan,Jawa Tengah
7416,Wdwwe,DUMIL 400 Gr X 25,DUM-32,15,44,6,659,8/11/2022,12/5/2022,659,3/22/2023,FALSE,TRUE,Kabupaten Bantul,Daerah Istimewa Yogyakarta
7417,Noxszq,YaraVita Tripholate (2.5 g) @50,YAR-73,33,7,11,218,2/28/2022,12/9/2022,218,3/22/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
7418,Nlobsl,SUPREMO 500 ML X 24,SUP-59,21,23,3,476,9/20/2022,7/6/2022,476,3/28/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7419,Nrvwd,YaraMila Faster (50 Kg),YAR-69,60,13,18,790,12/20/2022,9/6/2022,790,3/21/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
7420,Mzmsaie,LEILI 100 ML X 60,LEI-46,60,22,9,1312,4/24/2022,9/2/2022,1312,4/2/2023,TRUE,FALSE,Kabupaten Demak,Jawa Tengah
7421,Gjlnieu,Narkis 250 ML x 40,NAR-51,82,38,8,3089,5/11/2022,12/4/2022,3089,3/25/2023,TRUE,TRUE,Kabupaten Semarang,Jawa Tengah
7422,Acjhvrm,Liberty 250 Gr X 40,LIB-49,83,1,12,92,3/13/2022,1/4/2022,92,4/2/2023,FALSE,FALSE,Kabupaten Purworejo,Jawa Tengah
7423,Bzhvs,Chalenger 1L X 20,CHA-17,33,18,17,574,9/22/2022,12/1/2022,574,3/22/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
7424,Afojs,LEILI 1 L X 20,LEI-45,90,10,19,889,11/17/2022,3/2/2022,889,4/1/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
7425,Lgnkd,CHLORMITE 900 ML X 20,CHL-21,85,29,10,2487,8/21/2022,6/26/2022,2487,3/29/2023,TRUE,TRUE,Kabupaten Grobogan,Jawa Tengah
7426,Vuppx,Klensect 900 ML X 20,KLE-44,35,35,13,1208,1/20/2022,8/18/2022,1208,3/28/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7427,Bzhvs,CHLORMITE 900 ML X 20,CHL-21,12,7,12,73,10/4/2022,1/24/2022,73,3/22/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
7428,Xtuftk,YaraMila Faster (50 Kg),YAR-69,23,46,6,1044,11/29/2022,4/8/2022,1044,4/1/2023,FALSE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7429,Vemfyt,CALIWA 350 OD 500 ML x 20,CAL-16,80,48,2,3850,11/4/2022,12/27/2022,3850,3/27/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7430,Tcjkvdr,Tapuz 100 Gr X 80,TAP-62,22,43,16,939,10/24/2022,7/9/2022,939,3/22/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7431,Zavxgh,Foltus 500 ML X 24,FOL-36,87,16,9,1352,5/11/2022,11/27/2022,1352,3/25/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7432,Hmnggqo,Yara Mila Complex/1 Kg Repacking,YAR-65,38,7,2,271,7/27/2022,12/20/2022,271,3/28/2023,FALSE,TRUE,Kabupaten Wonosobo,Jawa Tengah
7433,Iuzyshq,Corona 250 ML X 36,COR-23,59,20,1,1181,5/16/2022,6/3/2022,1181,3/25/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7434,Srwxf,Liberty 500 X 20,LIB-50,94,45,7,4215,2/12/2022,3/6/2022,4215,4/2/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7435,Afojs,Remazole 400 ml X 20,REM-54,59,22,14,1278,12/14/2022,5/20/2022,1278,4/1/2023,FALSE,TRUE,Kabupaten Sukoharjo,Jawa Tengah
7436,Ysfkjfw,LEILI 1 L X 20,LEI-45,44,42,10,1828,7/6/2022,5/24/2022,1828,4/1/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7437,Rroahug,CHLORMITE 200 ML X 48,CHL-19,97,36,11,3478,8/25/2022,6/22/2022,3478,3/25/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7438,Mzmsaie,LEILI 250 ML X 48,LEI-47,42,36,2,1502,1/2/2022,11/1/2022,1502,3/22/2023,TRUE,FALSE,Kabupaten Demak,Jawa Tengah
7439,Pzobp,Gandewa 250 ML X 20,GAN-37,84,3,14,209,6/4/2022,3/8/2022,209,3/22/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
7440,Nlobsl,Anilo 50 Gr X 100,ANI-5,30,30,8,886,1/11/2022,2/12/2022,886,3/23/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7441,Dojntoc,SUPREMO 500 ML X 24,SUP-59,17,33,0,553,3/6/2022,3/27/2022,553,3/27/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
7442,Ilfbe,BLASIL 250 ML X 40,BLA-14,78,15,1,1178,6/19/2022,2/20/2022,1178,3/31/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
7443,Pemfo,YaraMila Winner (50 Kg),YAR-72,83,21,20,1738,11/7/2022,10/28/2022,1738,4/2/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
7444,Noxszq,Ricequick 100 Gr X 70,RIC-55,23,18,5,400,12/27/2022,8/2/2022,400,3/29/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
7445,Noxszq,unused,UNU-64,86,34,8,2937,10/4/2022,10/5/2022,2937,3/28/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
7446,Krgska,LEILI 250 ML X 48,LEI-47,55,29,9,1590,2/16/2022,12/10/2022,1590,3/29/2023,TRUE,FALSE,Kota Salatiga,Jawa Tengah
7447,Ejubar,Dangke 250 Gr X 40,DAN-27,45,47,15,2082,10/10/2022,2/27/2022,2082,3/27/2023,FALSE,TRUE,Kabupaten Tegal,Jawa Tengah
7448,Jteshi,JOKER 400 Gr X 25,JOK-40,29,35,9,1016,9/22/2022,8/2/2022,1016,3/30/2023,FALSE,FALSE,Kabupaten Pemalang,Jawa Tengah
7449,Vmhgllp,ZENPRO NPK LIQUID X 15,ZEN-75,52,34,8,1758,5/22/2022,2/6/2022,1758,3/30/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7450,Znpdsy,Dense 200 Gr X 20,DEN-29,46,31,5,1444,10/31/2022,7/7/2022,1444,4/1/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7451,Qgpqkl,ZENPRO NPK LIQUID X 15,ZEN-75,59,1,8,57,2/20/2022,5/5/2022,57,3/22/2023,FALSE,FALSE,Kabupaten Wonogiri,Jawa Tengah
7452,Bzhvs,CHLORMITE 900 ML X 20,CHL-21,52,27,1,1392,8/18/2022,8/22/2022,1392,3/21/2023,FALSE,TRUE,Kabupaten Rembang,Jawa Tengah
7453,Ngcswb,Spreader 500 ML X 24,SPR-57,23,7,8,163,2/27/2022,2/16/2022,163,3/24/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
7454,Beolp,LEILI 100 ML X 60,LEI-46,80,40,18,3210,10/4/2022,4/14/2022,3210,3/25/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
7455,Rroahug,YaraMila Complex X (50Kg),YAR-68,85,12,7,1020,9/17/2022,8/20/2022,1020,4/2/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7456,Bqnus,LEILI 1 L X 20,LEI-45,90,15,3,1319,12/12/2022,8/30/2022,1319,3/30/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
7457,Qlkref,Balistic 100ML X 36,BAL-9,27,24,7,628,1/20/2022,7/25/2022,628,3/31/2023,TRUE,FALSE,Kota Tegal,Jawa Tengah
7458,Vzltm,EXPLORE 250 ML X 36,EXP-33,98,25,12,2410,11/10/2022,3/19/2022,2410,4/2/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7459,Sjgyul,Dangke 400 Gr X 30,DAN-28,61,3,16,197,8/3/2022,7/22/2022,197,3/28/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7460,Jltguio,YaraLiva Nitrabor (25 Kg),YAR-66,46,21,6,982,4/4/2022,8/29/2022,982,4/2/2023,FALSE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7461,Xcksch,KLENSECT 400 ML X 24,KLE-43,20,9,17,160,5/24/2022,12/28/2022,160,3/27/2023,TRUE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7462,Mipavxv,Plethora 250 ML X40,PLE-52,75,20,2,1528,11/13/2022,8/26/2022,1528,3/27/2023,TRUE,FALSE,Kabupaten Kudus,Jawa Tengah
7463,Yfentk,KLENSECT 200 ML X 48,KLE-42,75,23,7,1751,2/4/2022,5/17/2022,1751,4/1/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7464,Dkmbh,YaraLiva Nitrabor (25 Kg),YAR-66,34,49,1,1678,6/21/2022,9/19/2022,1678,3/23/2023,FALSE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
7465,Vuppx,YaraVita Tripholate (2.5 g) @50,YAR-73,65,37,20,2390,11/28/2022,7/5/2022,2390,3/27/2023,FALSE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7466,Riozlo,Avatar 100 ml X 36,AVA-8,11,8,11,73,6/4/2022,10/28/2022,73,4/2/2023,TRUE,FALSE,Kabupaten Magelang,Jawa Tengah
7467,Mzlseg,DUMIL 400 Gr X 25,DUM-32,97,10,14,919,6/13/2022,1/26/2022,919,3/29/2023,FALSE,TRUE,Kabupaten Wonogiri,Jawa Tengah
7468,Xphqu,Foltus 1L X 20,FOL-35,57,3,13,143,10/15/2022,8/2/2022,143,3/22/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7469,Vrhqv,JOKER 100 Gr X 50,JOK-39,83,17,6,1378,7/29/2022,11/1/2022,1378,3/21/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7470,Riozlo,ZENPRO NPK LIQUID X 15,ZEN-75,38,49,5,1845,11/14/2022,10/11/2022,1845,3/27/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
7471,Dchrno,Foltus 500 ML X 24,FOL-36,91,44,12,3955,10/3/2022,11/20/2022,3955,3/22/2023,FALSE,TRUE,Kabupaten Wonosobo,Jawa Tengah
7472,Octpvn,Dangke 250 Gr X 40,DAN-27,81,26,11,2128,10/28/2022,11/9/2022,2128,3/27/2023,TRUE,FALSE,Kota Pekalongan,Jawa Tengah
7473,Cakadfo,JOKER 400 Gr X 25,JOK-40,21,18,10,363,11/18/2022,6/5/2022,363,3/27/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
7474,Tikaomp,Foltus 1L X 20,FOL-35,13,32,14,407,10/8/2022,9/9/2022,407,3/21/2023,TRUE,TRUE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7475,Blxqtb,Dangke 250 Gr X 40,DAN-27,16,23,13,356,11/10/2022,3/8/2022,356,3/23/2023,TRUE,TRUE,Kabupaten Pemalang,Jawa Tengah
7476,Xprkjup,CHLORMITE 100 ML X 120,CHL-18,98,33,2,3216,7/13/2022,5/10/2022,3216,3/25/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7477,Ntdanez,Tengki Kejora,TEN-63,24,31,4,733,3/6/2022,12/9/2022,733,4/2/2023,TRUE,TRUE,Kabupaten Purbalingga,Jawa Tengah
7478,Kqlqvto,Tengki Kejora,TEN-63,40,16,7,624,8/19/2022,10/11/2022,624,3/26/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
7479,Dgpzet,Spreader 250 ML X 48,SPR-56,74,49,1,3617,1/15/2022,6/24/2022,3617,3/24/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
7480,Qsumrji,Gandewa 500 ML X 10,GAN-38,25,26,10,652,8/27/2022,2/9/2022,652,3/29/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
7481,Jwhlxvr,Liberty 500 X 20,LIB-50,97,27,7,2659,9/21/2022,12/11/2022,2659,3/28/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
7482,Jnpva,CALIWA 350 OD 500 ML x 20,CAL-16,56,12,14,672,10/27/2022,8/22/2022,672,3/31/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7483,Vrhqv,Liberty 250 Gr X 40,LIB-49,90,29,19,2589,3/16/2022,7/4/2022,2589,3/29/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7484,Bihrome,Spreader 250 ML X 48,SPR-56,66,9,11,608,9/16/2022,4/12/2022,608,3/28/2023,TRUE,TRUE,Kota Surakarta,Jawa Tengah
7485,Piggxz,Corona 100 ML X 36,COR-22,95,35,17,3339,9/3/2022,3/22/2022,3339,3/23/2023,FALSE,FALSE,Kabupaten Wonosobo,Jawa Tengah
7486,Znpdsy,Anilo 50 Gr X 100,ANI-5,35,36,14,1257,10/10/2022,7/10/2022,1257,3/26/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7487,Pugey,Balistic 100ML X 36,BAL-9,62,15,13,919,11/1/2022,6/22/2022,919,3/22/2023,FALSE,FALSE,Kabupaten Jepara,Jawa Tengah
7488,Gjlnieu,YaraMila Unik (50 Kg),YAR-71,41,11,1,448,1/21/2022,6/10/2022,448,4/2/2023,FALSE,TRUE,Kabupaten Semarang,Jawa Tengah
7489,Xjfklgz,CHLORMITE 900 ML X 20,CHL-21,88,44,7,3834,9/14/2022,2/4/2022,3834,3/23/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7490,Cfafmw,YaraLiva Tropicote (25 Kg),YAR-67,97,31,11,3035,6/7/2022,1/14/2022,3035,3/27/2023,TRUE,TRUE,Kabupaten Rembang,Jawa Tengah
7491,Znmlyx,YaraMila Unik (50 Kg),YAR-71,75,7,6,484,6/5/2022,4/4/2022,484,4/1/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7492,Ngcswb,YaraMila Faster (50 Kg),YAR-69,84,49,16,4058,5/19/2022,10/29/2022,4058,3/30/2023,FALSE,FALSE,Kabupaten Sragen,Jawa Tengah
7493,Sxeejqj,DUMIL 100 Gr X 100,DUM-31,35,42,11,1472,7/19/2022,4/15/2022,1472,3/26/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7494,Tjkwwa,CHLORMITE 200 ML X 48,CHL-19,76,27,8,2023,6/24/2022,1/4/2022,2023,3/26/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7495,Dchrno,SUPRETOX 1 L X 20,SUP-60,70,28,10,1953,8/22/2022,1/28/2022,1953,3/25/2023,FALSE,FALSE,Kabupaten Wonosobo,Jawa Tengah
7496,Mdvqtf,Liberty 500 X 20,LIB-50,44,18,15,780,2/21/2022,8/10/2022,780,3/31/2023,TRUE,FALSE,Kabupaten Sragen,Jawa Tengah
7497,Pmmvkwp,Narkis 250 ML x 40,NAR-51,85,15,6,1281,3/25/2022,5/14/2022,1281,3/23/2023,TRUE,FALSE,Kabupaten Temanggung,Jawa Tengah
7498,Iuzyshq,SUPREMO 1 L X 20,SUP-58,85,41,7,3454,5/31/2022,9/29/2022,3454,3/24/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7499,Tikaomp,EXPLORE 80 ML X 36,EXP-34,28,31,0,865,11/18/2022,4/10/2022,865,3/23/2023,FALSE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7500,Rmbbag,Anilo 50 Gr X 100,ANI-5,10,24,20,218,6/20/2022,8/17/2022,218,3/29/2023,TRUE,FALSE,Kabupaten Temanggung,Jawa Tengah
7501,Olzcxs,SUPREMO 500 ML X 24,SUP-59,22,9,4,191,8/31/2022,3/8/2022,191,3/21/2023,TRUE,TRUE,Kabupaten Demak,Jawa Tengah
7502,Acjhvrm,JOKER 400 Gr X 25,JOK-40,21,37,4,763,11/2/2022,11/26/2022,763,4/2/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
7503,Wtbgs,SUPRETOX 1 L X 20,SUP-60,61,6,8,333,11/10/2022,8/8/2022,333,3/27/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7504,Qbjxo,Corona 250 ML X 36,COR-23,80,38,0,3016,7/24/2022,12/5/2022,3016,3/26/2023,FALSE,TRUE,Kabupaten Banjarnegara,Jawa Tengah
7505,Bqouu,EXPLORE 250 ML X 36,EXP-33,19,40,4,749,11/26/2022,2/26/2022,749,3/31/2023,FALSE,FALSE,Kabupaten Kudus,Jawa Tengah
7506,Lgnkd,Astonish 500 ML X 24,AST-7,51,25,14,1245,2/26/2022,3/2/2022,1245,3/22/2023,TRUE,FALSE,Kabupaten Grobogan,Jawa Tengah
7507,Znmlyx,YaraMila Palmae 50 Kg,YAR-70,10,37,12,354,7/20/2022,10/10/2022,354,3/27/2023,TRUE,FALSE,Kota Yogyakarta,Daerah Istimewa Yogyakarta
7508,Vzltm,Dense 200 Gr X 20,DEN-29,14,8,4,109,6/10/2022,11/9/2022,109,3/25/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7509,Fybcazi,LEILI 1 L X 20,LEI-45,79,22,10,1749,6/5/2022,6/5/2022,1749,3/29/2023,FALSE,TRUE,Kabupaten Magelang,Jawa Tengah
7510,Nlobsl,AGIL 100 ML X 100,AGI-1,62,7,8,440,8/31/2022,3/4/2022,440,3/21/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7511,Zocju,Liberty 250 Gr X 40,LIB-49,55,15,10,822,4/28/2022,1/1/2022,822,3/24/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7512,Vzltm,unused,UNU-64,15,41,5,603,7/19/2022,3/11/2022,603,3/22/2023,TRUE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7513,Gojfeq,Klensect 900 ML X 20,KLE-44,79,44,9,3440,7/28/2022,2/25/2022,3440,4/2/2023,FALSE,FALSE,Kabupaten Kendal,Jawa Tengah
7514,Zavxgh,Cozeb 1 Kg X 20,COZ-24,26,44,0,1132,11/4/2022,2/14/2022,1132,3/22/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7515,Fybcazi,EXPLORE 80 ML X 36,EXP-34,20,10,13,193,5/21/2022,2/2/2022,193,3/29/2023,FALSE,FALSE,Kabupaten Magelang,Jawa Tengah
7516,Usiydw,Dense 200 Gr X 20,DEN-29,23,42,1,966,10/27/2022,1/4/2022,966,3/24/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7517,Vzltm,Astonish 100 ML X 60,AST-6,34,15,12,514,2/7/2022,10/30/2022,514,3/29/2023,FALSE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7518,Cakadfo,JOKER 400 Gr X 25,JOK-40,30,41,4,1217,7/11/2022,7/12/2022,1217,3/25/2023,TRUE,FALSE,Kota Magelang,Jawa Tengah
7519,Vuppx,Klensect 900 ML X 20,KLE-44,15,33,19,481,1/2/2022,2/27/2022,481,3/24/2023,TRUE,TRUE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7520,Oksxae,SUPRETOX 1 L X 20,SUP-60,13,35,3,453,5/23/2022,11/6/2022,453,3/28/2023,TRUE,TRUE,Kabupaten Tegal,Jawa Tengah
7521,Csaxcs,DUMIL 100 Gr X 100,DUM-31,50,29,16,1447,7/25/2022,2/7/2022,1447,3/30/2023,FALSE,FALSE,Kabupaten Rembang,Jawa Tengah
7522,Yfentk,CHLORMITE 100 ML X 120,CHL-18,30,40,10,1178,3/13/2022,2/10/2022,1178,3/27/2023,FALSE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7523,Cakadfo,DUMIL 100 Gr X 100,DUM-31,70,36,6,2511,8/31/2022,10/17/2022,2511,3/24/2023,FALSE,FALSE,Kota Magelang,Jawa Tengah
7524,Nlobsl,KLENSECT 400 ML X 24,KLE-43,60,11,17,657,10/11/2022,6/13/2022,657,3/22/2023,TRUE,FALSE,Kabupaten Pekalongan,Jawa Tengah
7525,Ybfmhwz,Dense 500 Gr X 20,DEN-30,41,32,16,1298,7/11/2022,10/4/2022,1298,3/21/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7526,Owgni,Dangke 250 Gr X 40,DAN-27,99,49,1,4850,2/7/2022,9/6/2022,4850,3/28/2023,FALSE,TRUE,Kabupaten Rembang,Jawa Tengah
7527,Zdkwb,DUMIL 400 Gr X 25,DUM-32,83,20,13,1684,6/24/2022,1/21/2022,1684,4/1/2023,TRUE,TRUE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7528,Mzmsaie,Plethora 250 ML X40,PLE-52,32,36,6,1154,2/27/2022,12/19/2022,1154,3/28/2023,FALSE,TRUE,Kabupaten Demak,Jawa Tengah
7529,Lztczgt,Remazole 250 ml X 40,REM-53,11,37,8,400,5/15/2022,7/25/2022,400,3/21/2023,FALSE,TRUE,Kota Pekalongan,Jawa Tengah
7530,Ptfakl,Foltus 500 ML X 24,FOL-36,50,29,10,1424,3/14/2022,5/10/2022,1424,3/24/2023,FALSE,TRUE,Kabupaten Grobogan,Jawa Tengah
7531,Yfentk,YaraLiva Tropicote (25 Kg),YAR-67,99,41,11,4091,9/11/2022,6/25/2022,4091,3/28/2023,TRUE,FALSE,Kabupaten Sleman,Daerah Istimewa Yogyakarta
7532,Ozsfyu,AGIL 100 ML X 100,AGI-1,26,18,14,462,3/15/2022,6/6/2022,462,3/27/2023,FALSE,FALSE,Kabupaten Purworejo,Jawa Tengah
7533,Ozsfyu,Corona 250 ML X 36,COR-23,84,36,8,3003,1/15/2022,9/23/2022,3003,3/29/2023,FALSE,TRUE,Kabupaten Purworejo,Jawa Tengah
7534,Qbjxo,YaraMila Faster (50 Kg),YAR-69,36,27,10,944,3/18/2022,5/2/2022,944,4/1/2023,FALSE,FALSE,Kabupaten Banjarnegara,Jawa Tengah
7535,Mzlseg,Gandewa 250 ML X 20,GAN-37,22,26,18,543,4/14/2022,11/28/2022,543,3/26/2023,TRUE,FALSE,Kabupaten Wonogiri,Jawa Tengah
7536,Tcjkvdr,Tengki Kejora,TEN-63,75,28,7,2096,7/7/2022,6/27/2022,2096,3/22/2023,TRUE,TRUE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7537,Mzlseg,Custodia 250 ML X 40,CUS-25,94,21,17,1910,3/2/2022,7/11/2022,1910,3/26/2023,TRUE,TRUE,Kabupaten Wonogiri,Jawa Tengah
7538,Lbsskne,CHLORMITE 100 ML X 120,CHL-18,77,3,16,223,4/8/2022,4/18/2022,223,4/2/2023,TRUE,FALSE,Kota Semarang,Jawa Tengah
7539,Bihrome,Betanil 500 Gr x 20,BET-12,31,32,3,980,1/25/2022,8/28/2022,980,3/23/2023,TRUE,TRUE,Kota Surakarta,Jawa Tengah
7540,Lbsskne,CALIWA 350 OD 250 ML X 40,CAL-15,91,21,6,1890,2/28/2022,9/21/2022,1890,3/24/2023,FALSE,FALSE,Kota Semarang,Jawa Tengah
7541,Ejubar,YaraMila Faster (50 Kg),YAR-69,68,34,4,2310,5/10/2022,5/7/2022,2310,3/24/2023,TRUE,FALSE,Kabupaten Tegal,Jawa Tengah
7542,Usiydw,Custodia 250 ML X 40,CUS-25,26,24,11,619,3/11/2022,3/20/2022,619,4/2/2023,FALSE,FALSE,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta
7543,Ybfmhwz,AGIL 250 ML X 40,AGI-2,20,5,8,99,4/14/2022,1/2/2022,99,3/26/2023,FALSE,FALSE,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta
7544,Dkmbh,AGIL 250 ML X 40,AGI-2,60,24,19,1436,4/16/2022,9/27/2022,1436,3/26/2023,TRUE,FALSE,Kabupaten Sukoharjo,Jawa Tengah
7545,Odmhzie,Ricequick 100 Gr X 70,RIC-55,83,43,13,3562,12/24/2022,6/21/2022,3562,3/24/2023,TRUE,FALSE,Kota Tegal,Jawa Tengah
7546,Cvxnimc,DUMIL 100 Gr X 100,DUM-31,78,46,1,3623,11/16/2022,6/11/2022,3623,3/26/2023,FALSE,FALSE,Kota Surakarta,Jawa Tengah
7547,Mzmsaie,Liberty 250 Gr X 40,LIB-49,53,11,19,548,5/7/2022,2/25/2022,548,3/28/2023,TRUE,FALSE,Kabupaten Demak,Jawa Tengah
7548,Mzmsaie,Chalenger 1L X 20,CHA-17,97,11,2,1107,3/2/2022,5/5/2022,1107,3/31/2023,FALSE,FALSE,Kabupaten Demak,Jawa Tengah
